fichier;nature;numéro;date;année;sens;extrait
CONSTEXT000017664353.xml;DC04;2000-441;2000-12-28;2000;Non conformité partielle;
CONSTEXT000017664354.xml;DC04;2000-442;2000-12-28;2000;Non conformité partielle;
CONSTEXT000017664355.xml;DC05;2000-1;2000-01-27;2000;Conformité;
CONSTEXT000017664368.xml;REF-prepa;2000-21;2000-07-25;2000;Rejet;
CONSTEXT000017664370.xml;REF-prepa;2000-23;2000-08-23;2000;Rejet;
CONSTEXT000017664371.xml;REF-prepa;2000-26;2000-09-06;2000;Rejet; référendum ,# 3° du décret n° 2000-731 du 1er août 2000 étendant certaines dispositions pénales du code électoral aux opérations de référendum ,# 4° du décret n° 2000-835 du 31 août 2000 fixant pour les territ
CONSTEXT000017664373.xml;REF-prepa;2000-28;2000-09-11;2000;Rejet;u décret attaqué rend notamment applicable au déroulement des opérations de vote l'article L. 61 du code électoral aux termes duquel : "L' entrée dans l'assemblée électorale avec des armes est interdite" , que,
CONSTEXT000017664376.xml;AN;2001-2589;2001-05-09;2001;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664388.xml;DC04;2001-446;2001-06-27;2001;Conformité;
CONSTEXT000017664389.xml;DC04;2001-447;2001-07-18;2001;Conformité;
CONSTEXT000017664400.xml;DC04;2000-426;2000-03-30;2000;Non conformité partielle;t ainsi que celui des inéligibilités. Il en résulte que le nouvel article LO 141, introduit dans le code électoral par l'article 3 de la loi organique soumise en même temps au Conseil constitutionnel, ne peut a
CONSTEXT000017664401.xml;DC04;2000-428;2000-05-04;2000;Non conformité partielle; sur le Conseil constitutionnel, notamment le chapitre II du titre II de ladite ordonnance ,# Vu le code électoral ,# Vu le mémoire ampliatif présenté par Monsieur Henry JEAN-BAPTISTE, député, enregistré le 12 
CONSTEXT000017664402.xml;DC04;2000-429;2000-05-30;2000;Non conformité partielle;e comme visant la référence qui y est faite, dans les motifs, au seuil prévu par l'article L 252 du code électoral en matière de mode de scrutin municipal, la conformité de l'article 1er à la Constitution ne pa
CONSTEXT000017664405.xml;DC04;2000-433;2000-07-27;2000;Non conformité partielle;
CONSTEXT000017664406.xml;DC04;2000-434;2000-07-20;2000;Non conformité partielle;
CONSTEXT000017664407.xml;DC04;2000-435;2000-12-07;2000;Non conformité partielle;
CONSTEXT000017664408.xml;DC04;2000-436;2000-12-07;2000;Non conformité partielle;
CONSTEXT000017664409.xml;DC04;2000-437;2000-12-19;2000;Non conformité partielle;
CONSTEXT000017664410.xml;DC04;2000-439;2001-01-16;2001;Conformité;
CONSTEXT000017664411.xml;DC04;2000-440;2001-01-10;2001;Conformité;
CONSTEXT000017664413.xml;ELEC-prepaSEN;2001-18;2001-09-20;2001;Rejet;el le 18 septembre 2001 ,# Vu la Constitution, notamment ses articles 13, 21, 24, 59 et 61 ,# Vu le code électoral ,# Vu l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitut
CONSTEXT000017664423.xml;SEN;2001-2594/2595/2596;2001-11-08;2001;Rejet;o 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral , Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le co
CONSTEXT000017664425.xml;SEN;2001-2598;2001-11-08;2001;Rejet;o 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral, notamment son article L. 308-1 ,# Vu le règlement applicable à la procédure suivie devant le C
CONSTEXT000017664426.xml;AN;2002-2704/2740/2747;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664427.xml;AN;2002-2713;2002-12-05;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664428.xml;AN;2002-2715;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664431.xml;AN;2002-2720;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664433.xml;AN;2002-2725;2002-10-10;2002;Annulation;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664434.xml;AN;2002-2727;2002-12-19;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664435.xml;AN;2002-2728;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664437.xml;AN;2002-2730;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664439.xml;AN;2002-2733;2002-12-05;2002;Rejet;n°58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664441.xml;AN;2002-2738;2002-11-28;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le code de procédure pénale ,# Vu le règlement applicable à la procédure suivie devant le
CONSTEXT000017664442.xml;AN;2002-2739;2002-12-05;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664443.xml;AN;2002-2743;2002-11-21;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664444.xml;AN;2002-2755/2756;2002-12-19;2002;Annulation;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral, notamment son article L. 388 ,# Vu le règlement applicable à la procédure suivie devant le Con
CONSTEXT000017664445.xml;AN;2002-2757;2002-11-14;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664446.xml;AN;2002-2760;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664447.xml;AN;2002-2761;2002-10-10;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664449.xml;AN;2002-2767;2002-10-31;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664450.xml;AN;2002-2769;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664451.xml;AN;2002-2772;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664458.xml;SEN;2001-2599/2600/2601/2602/2603/2604/2605/2606;2001-11-08;2001;Rejet;t le Conseil constitutionnel pour le contentieux de l'élection des députés et des sénateurs , Vu le code électoral , Vu les autres pièces produites et jointes au dossier , Le rapporteur ayant été entendu ,# #1.
CONSTEXT000017664461.xml;AN;2002-2612;2002-10-24;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664467.xml;AN;2002-2619;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664468.xml;AN;2002-2620/2716;2002-11-07;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664469.xml;AN;2002-2621/2666/2700;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664470.xml;AN;2002-2622;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664472.xml;AN;2002-2624;2002-07-25;2002;Rejet;loi organique relative aux conditions d'éligibilité et aux incompatibilités parlementaires ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664473.xml;AN;2002-2625/2630/2678/2722;2002-10-10;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664474.xml;AN;2002-2626/2685;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664475.xml;AN;2002-2627;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664476.xml;AN;2002-2628;2002-10-17;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664477.xml;AN;2002-2629/2684;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664480.xml;AN;2002-2635/2636;2002-07-25;2002;Rejet; sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu la loi n° 91-647 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664481.xml;AN;2002-2637 et autres;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664482.xml;AN;2002-2638/2639;2002-11-07;2002;Rejet;n°58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664486.xml;AN;2002-2643;2002-12-05;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664487.xml;AN;2002-2645;2002-11-14;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664489.xml;AN;2002-2647/2723;2002-10-31;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664490.xml;AN;2002-2649/2663/2664;2002-11-07;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664491.xml;AN;2002-2650;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664492.xml;AN;2002-2652/2768;2002-11-14;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu la recommandation n° 2002-4 du 3 avril 2002 du Conseil supérieur de l'audiovisuel à l'ens
CONSTEXT000017664493.xml;AN;2002-2653/2718;2002-11-14;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664495.xml;AN;2002-2657/2841;2002-12-19;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664496.xml;AN;2002-2658;2002-11-28;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664497.xml;AN;2002-2659/2762;2002-11-07;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664498.xml;AN;2002-2660;2002-12-05;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664500.xml;AN;2002-2665;2002-07-25;2002;Rejet;gnature à New-York le 19 décembre 1966 et publié par le décret n° 81-76 du 29 janvier 1981 ,# Vu le code électoral ,# Vu le décret n° 2002-888 du 8 mai 2002 portant convocation des collèges électoraux pour l'él
CONSTEXT000017664501.xml;AN;2002-2667;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664502.xml;AN;2002-2668;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664503.xml;AN;2002-2669;2002-12-05;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664505.xml;AN;2002-2671/2758;2002-10-10;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664507.xml;AN;2002-2673;2002-12-05;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664510.xml;AN;2002-2677;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664513.xml;AN;2002-2682;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664514.xml;AN;2002-2683;2002-07-25;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664515.xml;AN;2002-2686/2770/2771;2002-10-10;2002;Rejet;n°58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664516.xml;AN;2002-2687/2741;2002-12-19;2002;Rejet;n°58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664520.xml;AN;2002-2693;2002-11-21;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664523.xml;AN;2002-2698;2002-10-17;2002;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664525.xml;AN;2002-2703/2745;2002-12-05;2002;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664527.xml;DC04;2001-450;2001-07-11;2001;Conformité;
CONSTEXT000017664528.xml;DC04;2001-451;2001-11-27;2001;Non conformité partielle;
CONSTEXT000017664529.xml;DC04;2001-452;2001-12-06;2001;Non conformité partielle;
CONSTEXT000017664530.xml;DC04;2001-453;2001-12-18;2001;Non conformité partielle;
CONSTEXT000017664531.xml;DC04;2001-456;2001-12-27;2001;Non conformité partielle;
CONSTEXT000017664532.xml;DC04;2001-457;2001-12-27;2001;Non conformité partielle;
CONSTEXT000017664549.xml;SEN;2002-2809;2002-12-19;2002;Annulation;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664550.xml;AN;2002-2631/2661/2696;2003-01-30;2003;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664551.xml;AN;2002-2633/2695;2003-01-20;2003;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664552.xml;AN;2002-2644/2648;2003-01-20;2003;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664553.xml;AN;2002-2651/2655/2887;2003-01-30;2003;Annulation; 88-227 du 11 mars 1988 modifiée relative à la transparence financière de la vie politique ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664554.xml;AN;2002-2654/2674/2742;2003-01-20;2003;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664555.xml;AN;2002-2681;2003-01-20;2003;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664556.xml;AN;2002-2690;2003-01-20;2003;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664557.xml;AN;2002-2759;2003-01-30;2003;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664558.xml;AN;2002-2764;2003-01-30;2003;Rejet; 88-227 du 11 mars 1988 modifiée relative à la transparence financière de la vie politique ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664588.xml;DC04;2001-454;2002-01-17;2002;Non conformité partielle;
CONSTEXT000017664589.xml;DC04;2001-455;2002-01-12;2002;Non conformité partielle;
CONSTEXT000017664592.xml;DC04;2002-460;2002-08-22;2002;Non conformité partielle;
CONSTEXT000017664593.xml;DC04;2002-461;2002-08-29;2002;Non conformité partielle;
CONSTEXT000017664594.xml;DC04;2002-463;2002-12-12;2002;Non conformité partielle;
CONSTEXT000017664595.xml;DC04;2002-464;2002-12-27;2002;Non conformité partielle;
CONSTEXT000017664639.xml;AN;2002-3332;2003-02-27;2003;Annulation et Inéligibilité;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu la loi n° 88-227 du 11 mars 1988 modifiée relative à la transparence financière de la vie
CONSTEXT000017664661.xml;DC04;2002-465;2003-01-13;2003;Conformité;
CONSTEXT000017664662.xml;DC04;2003-467;2003-03-13;2003;Conformité;
CONSTEXT000017664663.xml;DC04;2003-468;2003-04-03;2003;Non conformité partielle;ir au second tour, et d'autre part, pour pouvoir fusionner. Mais, aux termes de l'article L. 264 du code électoral, ces seuils sont fondés sur une même base : le nombre de suffrages exprimés.# Enfin, l'exemple 
CONSTEXT000017664745.xml;SEN;2004-3381/3396;2004-11-25;2004;Annulation;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664747.xml;SEN;2004-3384;2004-11-04;2004;Rejet;gnature à New York le 19 décembre 1966 et publié par le décret n° 81-76 du 29 janvier 1981 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664752.xml;SEN;2004-3390/3395/3397;2004-12-02;2004;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu la loi n° 95-65 du 19 janvier 1995 relative au financement de la vie politique ,# Vu le d
CONSTEXT000017664753.xml;SEN;2004-3391;2004-11-25;2004;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664755.xml;SEN;2004-3393;2004-11-25;2004;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664756.xml;SEN;2004-3398;2004-11-25;2004;Rejet;° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664757.xml;SEN;2004-3399;2004-11-04;2004;Rejet;e portant loi organique sur le Conseil constitutionnel, notamment son article 38, alinéa 2 ,# Vu le code électoral ,# Vu le règlement applicable à la procédure suivie devant le Conseil constitutionnel pour le c
CONSTEXT000017664769.xml;DC04;2003-471;2003-04-24;2003;Conformité;
CONSTEXT000017664771.xml;DC04;2003-473;2003-06-26;2003;Conformité;
CONSTEXT000017664772.xml;DC04;2003-474;2003-07-17;2003;Conformité;
CONSTEXT000017664773.xml;DC04;2003-475;2003-07-24;2003;Non conformité partielle;inaire :# I/ Sur l'article 1er# A/ L'article 1er de la loi déférée modifie le tableau n°6 annexé au code électoral fixant le nombre des sénateurs représentant les départements, augmentant d'un siège le nombre d
CONSTEXT000017664774.xml;DC04;2003-477;2003-07-31;2003;Conformité;
CONSTEXT000017664775.xml;DC04;2003-479;2003-07-30;2003;Non conformité partielle;
CONSTEXT000017664776.xml;DC04;2003-480;2003-07-31;2003;Conformité;
CONSTEXT000017664777.xml;DC04;2003-481;2003-07-30;2003;Non conformité partielle;
CONSTEXT000017664778.xml;DC04;2003-483;2003-08-14;2003;Conformité;
CONSTEXT000017664779.xml;DC04;2003-484;2003-11-20;2003;Non conformité partielle;
CONSTEXT000017664780.xml;DC04;2003-485;2003-12-04;2003;Conformité;
CONSTEXT000017664781.xml;DC04;2003-486;2003-12-11;2003;Non conformité partielle;
CONSTEXT000017664782.xml;DC04;2003-487;2003-12-18;2003;Conformité;
CONSTEXT000017664783.xml;DC04;2003-488;2003-12-29;2003;Non conformité partielle;
CONSTEXT000017664784.xml;DC04;2003-489;2003-12-29;2003;Non conformité partielle;
CONSTEXT000017664796.xml;DC04;2004-491;2004-02-12;2004;Conformité;
CONSTEXT000017664797.xml;DC04;2004-492;2004-03-02;2004;Non conformité partielle;
CONSTEXT000017664798.xml;DC04;2004-494;2004-04-29;2004;Conformité;
CONSTEXT000017664799.xml;DC04;2004-496;2004-06-10;2004;Non conformité partielle;
CONSTEXT000017664800.xml;DC04;2004-497;2004-07-01;2004;Conformité;
CONSTEXT000017664801.xml;DC04;2004-498;2004-07-29;2004;Conformité;
CONSTEXT000017664802.xml;DC04;2004-499;2004-07-29;2004;Non conformité partielle;
CONSTEXT000017664803.xml;DC04;2004-501;2004-08-05;2004;Non conformité partielle;
CONSTEXT000017664804.xml;DC04;2004-502;2004-08-05;2004;Conformité;
CONSTEXT000017664805.xml;DC04;2004-503;2004-08-12;2004;Non conformité partielle;
CONSTEXT000017664806.xml;DC04;2004-504;2004-08-12;2004;Conformité;
CONSTEXT000017664807.xml;DC04;2004-506;2004-12-02;2004;Conformité;
CONSTEXT000017664808.xml;DC04;2004-507;2004-12-09;2004;Conformité;
CONSTEXT000017664809.xml;DC04;2004-508;2004-12-16;2004;Non conformité partielle;
CONSTEXT000017664810.xml;DC04;2004-511;2004-12-29;2004;Non conformité partielle;
